Date,OpenNestleind,HighNestleind,LowNestleind,CloseNestleind,VolumeNestleind
12-09-2018 09:45,10345.15,10430,10330.05,10354,10376
14-09-2018 03:45,10468.95,10566.65,10409.95,10456.15,10754
14-09-2018 04:45,10454.85,10506.9,10409.85,10430,5903
14-09-2018 05:45,10430,10430,10395.5,10400,14726
14-09-2018 06:45,10400,10400,10386.2,10399.95,5095
14-09-2018 07:45,10397.55,10400,10360.05,10386.35,39203
14-09-2018 08:45,10389.6,10390,10310,10324.25,11243
14-09-2018 09:45,10325.25,10348,10303.3,10348,6356
17-09-2018 03:45,10250,10285,10200.9,10201.2,9387
17-09-2018 04:45,10196.25,10204.05,10127.35,10190.1,4642
17-09-2018 05:45,10181.1,10200,10166.7,10189.05,1370
17-09-2018 06:45,10196,10200,10148.55,10150,2774
17-09-2018 07:45,10155.45,10160,10145.25,10150.6,2351
17-09-2018 08:45,10155,10184,10143.2,10183,7328
17-09-2018 09:45,10180.3,10200,10157.5,10190,2567
18-09-2018 03:45,10210,10380,10206.7,10346.8,11898
18-09-2018 04:45,10349.3,10427.5,10311.2,10313.05,6420
18-09-2018 05:45,10324,10403.9,10324,10364.1,3314
18-09-2018 06:45,10364.8,10368.95,10346.05,10355.5,3189
18-09-2018 07:45,10344.1,10358.35,10319,10347.75,3432
18-09-2018 08:45,10349.5,10373.85,10225.9,10240.5,6565
18-09-2018 09:45,10236.25,10274,10213.85,10243.55,2849
19-09-2018 03:45,10332.95,10396.9,10176.75,10205.2,7701
19-09-2018 04:45,10204.5,10274.95,10202.4,10268.15,2566
19-09-2018 05:45,10266.8,10270,10222.6,10248,2736
19-09-2018 06:45,10247.8,10250,10154,10179.75,4776
19-09-2018 07:45,10189.85,10209.7,10176.15,10187.85,3462
19-09-2018 08:45,10185.4,10186.9,10121.5,10139.75,9620
19-09-2018 09:45,10140,10185,10130.15,10169.75,6527
21-09-2018 03:45,10208.9,10250.2,10119.3,10181.8,16723
21-09-2018 04:45,10180.9,10186.2,9925.35,9936.65,13970
21-09-2018 05:45,9937,9950,9743.95,9786.8,19138
21-09-2018 06:45,9780,9799.95,9220,9549.95,31244
21-09-2018 07:45,9550,9819.45,9475.9,9761.6,32510
21-09-2018 08:45,9709.25,9820,9629.95,9750.55,27544
21-09-2018 09:45,9746.6,9822.15,9731.45,9749.6,11484
24-09-2018 03:45,9833.1,9859.55,9620,9631.25,7809
24-09-2018 04:45,9627.1,9836,9627.1,9730.2,5548
24-09-2018 05:45,9726.6,9749,9680.7,9705.25,3370
24-09-2018 06:45,9693.9,9839,9690,9829.85,3674
24-09-2018 07:45,9835,9835,9620,9652.4,5452
24-09-2018 08:45,9635.55,9710,9635.55,9650,3844
24-09-2018 09:45,9647.65,9694.65,9646,9662.5,2068
25-09-2018 03:45,9625.05,9633.9,9396.5,9452.55,14498
25-09-2018 04:45,9463.85,9708.9,9460.4,9708.9,22036
25-09-2018 05:45,9711.5,9778.65,9650,9772.95,14042
25-09-2018 06:45,9770,9838,9711.3,9765,7874
25-09-2018 07:45,9750.5,9762.95,9666.55,9724.2,15170
25-09-2018 08:45,9732,9740,9637.6,9701.05,8502
25-09-2018 09:45,9706.75,9740.5,9680,9697.35,5839
26-09-2018 03:45,9752.5,9770,9550,9567.2,12072
26-09-2018 04:45,9575,9629.75,9550,9560,7998
26-09-2018 05:45,9551.45,9604.6,9550,9566.8,5123
26-09-2018 06:45,9574.3,9588.85,9560,9574.65,6038
26-09-2018 07:45,9575,9575,9560.15,9572.05,6426
26-09-2018 08:45,9575,9685,9566.6,9684.95,10588
26-09-2018 09:45,9675.2,9826.8,9675.05,9729.35,9596
27-09-2018 03:45,9763.3,9835,9637.15,9644.7,12929
27-09-2018 04:45,9658.95,9669.8,9580.1,9604.7,7747
27-09-2018 05:45,9605.95,9670,9590,9670,7783
27-09-2018 06:45,9672.15,9718.05,9650.45,9653.05,6624
27-09-2018 07:45,9654.25,9674.25,9585.05,9585.05,7743
27-09-2018 08:45,9585.8,9621.9,9492.25,9504.25,18463
27-09-2018 09:45,9492.3,9700.4,9492.3,9578.65,22241
28-09-2018 03:45,9700.95,9700.95,9560.05,9649.45,19508
28-09-2018 04:45,9645.35,9795,9636.4,9779,14067
28-09-2018 05:45,9775.05,9813,9610.1,9688,18747
28-09-2018 06:45,9687.65,9753.55,9601.3,9685.8,10885
28-09-2018 07:45,9686.15,9700,9602.5,9686.45,16389
28-09-2018 08:45,9693,9709.8,9657.85,9699.4,25372
28-09-2018 09:45,9700,9701.2,9680,9699.65,10881
01-10-2018 03:45,9709,9736.55,9473.35,9536.95,21137
01-10-2018 04:45,9531.45,9557.85,9510.45,9528.4,3615
01-10-2018 05:45,9510,9570,9495.4,9528.7,4466
01-10-2018 06:45,9522.5,9542.05,9500,9524.4,3570
01-10-2018 07:45,9529.15,9562,9518,9536.95,3280
01-10-2018 08:45,9544.8,9623.3,9544.8,9609.95,11801
01-10-2018 09:45,9606.25,9610,9600,9609.65,5433
03-10-2018 03:45,9599.9,9599.9,9489.75,9499.95,10460
03-10-2018 04:45,9499,9500,9410,9477.65,23061
03-10-2018 05:45,9469.7,9490.75,9420.05,9460,9671
03-10-2018 06:45,9458,9460,9391.95,9396.75,8598
03-10-2018 07:45,9396,9435.05,9384.7,9408.3,12575
03-10-2018 08:45,9399.95,9420,9333.05,9340,16735
03-10-2018 09:45,9328.9,9359,9321.95,9343.8,5275
04-10-2018 03:45,9180,9439.25,9113.8,9311.7,26895
04-10-2018 04:45,9316,9334.55,9237.05,9280.85,7011
04-10-2018 05:45,9282.2,9299.55,9215.75,9245,5460
04-10-2018 06:45,9240.9,9262.1,9235.3,9250.05,9216
04-10-2018 07:45,9250.2,9297.85,9233.15,9250.1,9756
04-10-2018 08:45,9251,9389.4,9249.35,9350,15665
04-10-2018 09:45,9349.7,9350,9313.7,9347.95,8654
05-10-2018 03:45,9346.95,9400,9205,9215.05,10529
05-10-2018 04:45,9216.2,9238,9150,9225,9450
05-10-2018 05:45,9225.05,9240,9192.2,9229.55,6317
05-10-2018 06:45,9231.75,9239.95,9188.3,9224.05,25968
05-10-2018 07:45,9228.95,9416.75,9222,9415,28228
05-10-2018 08:45,9420,9500,9420,9426,18800
05-10-2018 09:45,9408.85,9422.1,9328.6,9328.6,3718
08-10-2018 03:45,9400,9400,9225,9374,6930
08-10-2018 04:45,9370,9449.35,9310.8,9444.25,8902
08-10-2018 05:45,9445.1,9479.15,9375.1,9401.5,6156
08-10-2018 06:45,9403.4,9422.1,9326,9343.45,36740
08-10-2018 07:45,9330.5,9380.5,9295.1,9305.9,5095
08-10-2018 08:45,9300,9427.3,9296,9417.85,9030
08-10-2018 09:45,9412.75,9417.95,9338.25,9380.75,2774
09-10-2018 03:45,9371.15,9500,9300,9328.7,11682
09-10-2018 04:45,9328,9336,9290,9300.05,6680
09-10-2018 05:45,9303,9311,9290,9292.85,5733
09-10-2018 06:45,9299.9,9313.9,9263.3,9300.75,8552
09-10-2018 07:45,9300,9373.95,9300,9370,10439
09-10-2018 08:45,9355.6,9600,9355.6,9496.8,29769
09-10-2018 09:45,9499.65,9502.75,9467.45,9491.95,8291
10-10-2018 03:45,9480.05,9561.4,9420.05,9550.05,12046
10-10-2018 04:45,9550.05,9630,9520.1,9583.75,10755
10-10-2018 05:45,9584.35,9645,9556.8,9617.5,11707
10-10-2018 06:45,9620.05,9623.75,9563,9583.05,4803
10-10-2018 07:45,9594.3,9630,9580,9580,3188
10-10-2018 08:45,9582.1,9597.2,9500.05,9512,6434
10-10-2018 09:45,9513.3,9528.75,9500,9510.25,5211
11-10-2018 03:45,9300,9300,9064.95,9205.55,54110
11-10-2018 04:45,9210,9242.35,9200,9239.45,7622
11-10-2018 05:45,9229.85,9350,9221.05,9348.9,9493
11-10-2018 06:45,9346.5,9440.6,9316.3,9415.75,4765
11-10-2018 07:45,9408.7,9413.1,9353.3,9354.05,4808
11-10-2018 08:45,9354.2,9389.7,9320.75,9376,6159
11-10-2018 09:45,9375.8,9432.65,9375.8,9384.4,4277
12-10-2018 03:45,9499.95,9542.95,9441.1,9497.5,8428
12-10-2018 04:45,9497.3,9537.9,9467.8,9535,14872
12-10-2018 05:45,9535,9535.1,9520,9521.9,24650
12-10-2018 06:45,9520.1,9725,9520.05,9684.1,20586
12-10-2018 07:45,9697.65,9717.55,9660,9709.5,5769
12-10-2018 08:45,9715.45,9779.25,9685.7,9700,26967
12-10-2018 09:45,9699,9710,9680,9699.85,5546
15-10-2018 03:45,9667.65,9723.95,9615.15,9630.05,3877
15-10-2018 04:45,9630.1,9705.15,9603,9620.1,5702
15-10-2018 05:45,9620.1,9649.85,9559,9646.9,2717
15-10-2018 06:45,9647.05,9659,9616.95,9638.05,2915
15-10-2018 07:45,9650,9650,9561.9,9614.9,2906
15-10-2018 08:45,9612.5,9678.9,9612.5,9669,10102
15-10-2018 09:45,9669.35,9670,9620.65,9655.9,6776
16-10-2018 03:45,9638.15,9760,9638.15,9699,15752
16-10-2018 04:45,9698,9712.2,9679,9690,1878
16-10-2018 05:45,9695.85,9699.6,9670,9688,5171
16-10-2018 06:45,9687.9,9692,9654,9690,2173
16-10-2018 07:45,9692.75,9750.05,9682.25,9750,6936
16-10-2018 08:45,9750,9755.05,9732.9,9739.85,7925
16-10-2018 09:45,9741.8,9750,9730,9737.5,9463
17-10-2018 03:45,9805.05,9859.95,9734.9,9773.95,11929
17-10-2018 04:45,9785.05,9799.9,9716.35,9735,7606
17-10-2018 05:45,9743.85,9790,9701.5,9787,5425
17-10-2018 06:45,9788.65,9788.65,9750,9750,3453
17-10-2018 07:45,9749.95,9750,9700,9707.05,6860
17-10-2018 08:45,9711.6,9728.95,9685.7,9728,6792
17-10-2018 09:45,9730,9758.2,9725.35,9725.35,3447
19-10-2018 03:45,9668.8,9693.6,9549.9,9574.95,12818
19-10-2018 04:45,9578.8,9590.2,9481.55,9558.6,8996
19-10-2018 05:45,9550.05,9649,9547.95,9623.85,18513
19-10-2018 06:45,9623.85,9630.5,9603,9613,2935
19-10-2018 07:45,9609.95,9609.95,9566.6,9567.15,4957
19-10-2018 08:45,9561,9629.95,9550,9602.55,13626
19-10-2018 09:45,9602.4,9659.7,9600,9609.05,7219
22-10-2018 03:45,9681.8,9734.5,9650.05,9699.5,42574
22-10-2018 04:45,9699.2,9700,9666,9680.6,11085
22-10-2018 05:45,9680.65,9685,9671.25,9677,9882
22-10-2018 06:45,9679.95,9681.25,9670.15,9679.95,14211
22-10-2018 07:45,9676.4,9679.95,9653.45,9663.15,14707
22-10-2018 08:45,9669.9,9671.2,9622.75,9649.65,14639
22-10-2018 09:45,9649.75,9649.75,9626.1,9641,7430
23-10-2018 03:45,9350,9548,9350,9440.35,25647
23-10-2018 04:45,9450,9509.95,9435,9477,16953
23-10-2018 05:45,9477.65,9493.2,9386.1,9387.8,12404
23-10-2018 06:45,9387.8,9432.9,9381.85,9407.2,7159
23-10-2018 07:45,9405,9405,9351,9360.4,5851
23-10-2018 08:45,9360.75,9375,9332.3,9333,16495
23-10-2018 09:45,9328.55,9387.55,9315.1,9378.8,7074
24-10-2018 03:45,9460,9623.5,9460,9545.05,12804
24-10-2018 04:45,9545.45,9569.95,9525,9528.8,26791
24-10-2018 05:45,9529.15,9529.5,9437.2,9492.85,11464
24-10-2018 06:45,9494.2,9504.9,9460.45,9481.65,5906
24-10-2018 07:45,9485.4,9536,9477.6,9508.25,24738
24-10-2018 08:45,9509.05,9547.6,9491,9547.6,12137
24-10-2018 09:45,9538.4,9570,9519.9,9534.2,5383
25-10-2018 03:45,9469.75,9527.55,9427.15,9525,17126
25-10-2018 04:45,9515.45,9526.35,9481,9495.2,8821
25-10-2018 05:45,9494.65,9544.75,9482.55,9515.15,19493
25-10-2018 06:45,9506.15,9514.95,9500,9503,10126
25-10-2018 07:45,9503.85,9530.3,9466.45,9497.7,24613
25-10-2018 08:45,9501.5,9535,9470.8,9529.9,21908
25-10-2018 09:45,9530.55,9769.95,9519.2,9538.25,21612
26-10-2018 03:45,9581.2,9676.45,9467.55,9676.45,12912
26-10-2018 04:45,9667.9,9700.1,9637.4,9671.4,16500
26-10-2018 05:45,9682.8,9682.8,9610,9622.6,6932
26-10-2018 06:45,9625.95,9640,9564.05,9567.05,12233
26-10-2018 07:45,9551,9581.1,9484.35,9484.35,7948
26-10-2018 08:45,9484.95,9614.6,9484.95,9609.9,7722
26-10-2018 09:45,9609.95,9609.95,9531,9569.45,7287
29-10-2018 03:45,9744.85,9832.15,9613.4,9781.15,117077
29-10-2018 04:45,9778.55,9850,9765.45,9800.85,42419
29-10-2018 05:45,9787,9805,9672.9,9703.2,37276
29-10-2018 06:45,9700,9731.75,9656.35,9688.8,10613
29-10-2018 07:45,9684.05,9741.95,9655.9,9680,10641
29-10-2018 08:45,9688,9739.9,9653.5,9690,12276
29-10-2018 09:45,9674.85,9685,9640.05,9683.15,8160
30-10-2018 03:45,9690.05,9748.95,9631.15,9729.7,12877
30-10-2018 04:45,9729.7,9749.9,9671.65,9730,6480
30-10-2018 05:45,9726.85,9764.55,9700,9735.05,8125
30-10-2018 06:45,9735,9739.9,9713.45,9731.85,6379
30-10-2018 07:45,9729.75,9750,9716.05,9744.8,9112
30-10-2018 08:45,9745,9745,9695,9729.9,13909
30-10-2018 09:45,9730.2,9730.2,9681.1,9718.45,5645
31-10-2018 03:45,9799.85,9880.1,9741.05,9807.2,26066
31-10-2018 04:45,9800.65,9939,9798,9923.7,38691
31-10-2018 05:45,9908.8,9999,9908.8,9976.4,25108
31-10-2018 06:45,9976.2,9983.05,9965.95,9975,11939
31-10-2018 07:45,9974.85,10094.6,9965,10089,16414
31-10-2018 08:45,10087,10183.55,10080,10137.65,33536
31-10-2018 09:45,10140,10160,10131.2,10147.85,10610
01-11-2018 03:45,10188.05,10205,10102.55,10120.3,15245
01-11-2018 04:45,10116.05,10303.3,10116.05,10226,15643
01-11-2018 05:45,10226.15,10245,10190.95,10202.05,8722
01-11-2018 06:45,10202.05,10225,10179.9,10213.8,6929
01-11-2018 07:45,10218.75,10220,10115.3,10135.9,10017
01-11-2018 08:45,10131.95,10177.5,9979.9,9983.8,13315
01-11-2018 09:45,9983.45,9983.45,9907.2,9932,7357
02-11-2018 03:45,10050.5,10141.75,9990.05,10134.65,9927
02-11-2018 04:45,10139.9,10339.65,10132.1,10292.95,17933
02-11-2018 05:45,10290.05,10325,10172.85,10191.9,18613
02-11-2018 06:45,10194.75,10275.2,10192.6,10259,7611
02-11-2018 07:45,10258.95,10258.95,10201.45,10225,8174
02-11-2018 08:45,10220.3,10306.05,10220,10220.4,23670
02-11-2018 09:45,10224.65,10236.95,10212.7,10230,5526
05-11-2018 03:30,10229.65,10229.65,10229.65,10229.65,0
05-11-2018 04:30,10199.95,10358.95,10199.95,10327.25,5895
05-11-2018 05:30,10336.2,10400,10301.7,10301.7,7215
05-11-2018 06:30,10307,10327.75,10292.95,10321.2,9185
05-11-2018 07:30,10320,10339.45,10300.05,10329,13368
05-11-2018 08:30,10328.05,10331,10283.2,10326.1,9843
05-11-2018 09:30,10330,10365,10266.8,10332.65,14529
06-11-2018 03:45,10337.75,10420.6,10307.95,10337,7783
06-11-2018 04:45,10338.1,10342.8,10206.15,10211.1,3507
06-11-2018 05:45,10211,10250,10205.05,10226.85,7321
06-11-2018 06:45,10224.9,10249.9,10136.05,10152.8,8515
06-11-2018 07:45,10158.25,10158.25,10090.35,10122.45,2754
06-11-2018 08:45,10129.5,10215.25,10111.25,10176,6174
06-11-2018 09:45,10177.05,10179.95,10120,10160.25,3751
07-11-2018 11:30,10160.25,10160.25,10160.25,10160.25,0
07-11-2018 12:30,10160.25,10220.4,10160.25,10220.4,3447
09-11-2018 03:45,10283.95,10323.95,10233.35,10323.95,12327
09-11-2018 04:45,10321.3,10370.05,10280.15,10298.3,6396
09-11-2018 05:45,10296.05,10300,10280,10280,4934
09-11-2018 06:45,10282,10285.2,10179.75,10197.45,8553
09-11-2018 07:45,10192.3,10202.85,10157.3,10162.1,5415
09-11-2018 08:45,10178.75,10236.5,10160.1,10227,12097
09-11-2018 09:45,10228.35,10230,10200,10225,5679
12-11-2018 03:45,10269.2,10349.95,10215.55,10215.55,5278
12-11-2018 04:45,10181,10207.55,10112.65,10195.25,4751
12-11-2018 05:45,10192.45,10250,10175.1,10226.3,14213
12-11-2018 06:45,10234.5,10240,10156.05,10165.1,3569
12-11-2018 07:45,10180,10180,10131,10160,2117
12-11-2018 08:45,10157.7,10165.25,10110.45,10133.6,3577
12-11-2018 09:45,10140.15,10150.05,10099.55,10124.55,2948
13-11-2018 03:45,10150,10233,10140.1,10209.95,3578
13-11-2018 04:45,10196.9,10196.9,10135,10135,1159
13-11-2018 05:45,10140.65,10164.35,10095.8,10139.95,4016
13-11-2018 06:45,10140,10141,10112.1,10134,1481
13-11-2018 07:45,10134,10150.05,10106,10135.45,4318
13-11-2018 08:45,10131.3,10140,10120.85,10135,3135
13-11-2018 09:45,10144,10164.6,10144,10144.1,3108
14-11-2018 03:45,10195.2,10236.2,10160.7,10195.9,3162
14-11-2018 04:45,10200.7,10260.5,10166.4,10241.6,12926
14-11-2018 05:45,10239.05,10367.9,10236.9,10338.9,54494
14-11-2018 06:45,10328,10328,10249.85,10287.45,3638
14-11-2018 07:45,10280,10295,10255.75,10287.7,3819
14-11-2018 08:45,10280,10430,10256.3,10387,7442
14-11-2018 09:45,10388,10440,10387.3,10394.35,4007
15-11-2018 03:45,10405,10449.3,10324.15,10413.35,4786
15-11-2018 04:45,10420,10470.6,10404.25,10459.9,3437
15-11-2018 05:45,10460,10469,10430,10435,40369
15-11-2018 06:45,10435,10459.9,10422.25,10445,11403
15-11-2018 07:45,10443.55,10452.95,10400.1,10452.05,11432
15-11-2018 08:45,10451.6,10514.85,10417.3,10499,15878
15-11-2018 09:45,10485.3,10495.2,10434.75,10463.8,6022
16-11-2018 03:45,10521,10550,10486.4,10535.05,8417
16-11-2018 04:45,10537.95,10592.1,10537.95,10568,6056
16-11-2018 05:45,10569,10612,10550,10585.95,24328
16-11-2018 06:45,10588.85,10602.95,10580,10584.75,25837
16-11-2018 07:45,10583.05,10667.35,10581,10651.8,23537
16-11-2018 08:45,10653.2,10691.4,10610.85,10671.25,13580
16-11-2018 09:45,10671,10734.95,10670.15,10687.25,12718
19-11-2018 03:45,10798.9,10798.9,10540,10559.75,7766
19-11-2018 04:45,10565.3,10572.8,10379.9,10379.9,14289
19-11-2018 05:45,10379.95,10387.05,10153.75,10210.8,40292
19-11-2018 06:45,10217.85,10334.4,10213.3,10258.55,11837
19-11-2018 07:45,10252.65,10288,10250,10267.65,25623
19-11-2018 08:45,10270,10336,10270,10336,32970
19-11-2018 09:45,10338.5,10380.35,10333.25,10342.65,10442
20-11-2018 03:45,10380.35,10508.8,10380.35,10451.25,6460
20-11-2018 04:45,10450.45,10450.45,10351,10383.8,9065
20-11-2018 05:45,10388,10389.2,10276.8,10295.4,15668
20-11-2018 06:45,10288.05,10315,10275.8,10280,1448
20-11-2018 07:45,10280.6,10306.95,10181.85,10194.65,5363
20-11-2018 08:45,10198.1,10278.4,10172.1,10278.4,9649
20-11-2018 09:45,10266.05,10273.9,10222,10254.65,4463
21-11-2018 03:45,10277.25,10340.5,10261.05,10279.95,4779
21-11-2018 04:45,10279.95,10280,10225.55,10225.55,4211
21-11-2018 05:45,10219.25,10280,10189.8,10252.3,17484
21-11-2018 06:45,10255.9,10278,10212,10240,1588
21-11-2018 07:45,10247.2,10267,10225.05,10257.35,1895
21-11-2018 08:45,10264,10267,10220.65,10238.75,4371
21-11-2018 09:45,10237.1,10280,10237.1,10238.3,7085
22-11-2018 03:45,10299,10429,10275,10395.75,6295
22-11-2018 04:45,10397,10447.95,10351.05,10362.5,4330
22-11-2018 05:45,10369,10381.8,10272.3,10304.95,4110
22-11-2018 06:45,10305,10372.3,10300,10365,18434
22-11-2018 07:45,10364.95,10365,10323.75,10355.05,5224
22-11-2018 08:45,10360,10360,10229.95,10340,8343
22-11-2018 09:45,10335.45,10354.35,10267.55,10303.25,4200
26-11-2018 03:45,10356.55,10456.65,10350.15,10421.4,7875
26-11-2018 04:45,10374.8,10440,10374.8,10429.95,3343
26-11-2018 05:45,10421.6,10459.9,10420,10455,9867
26-11-2018 06:45,10450.45,10455,10433,10445,3730
26-11-2018 07:45,10445,10490,10445,10470,6130
26-11-2018 08:45,10470,10470,10444.05,10455,8928
26-11-2018 09:45,10452.2,10460.5,10450,10453.25,6103
27-11-2018 03:45,10450,10509.3,10375.1,10508.55,5948
27-11-2018 04:45,10501.95,10530.6,10492.8,10512.75,4020
27-11-2018 05:45,10520.3,10559,10520.3,10536.65,7291
27-11-2018 06:45,10536.55,10539,10505.6,10522,5217
27-11-2018 07:45,10526.6,10530,10493.5,10514,4150
27-11-2018 08:45,10519.15,10547.75,10502.4,10512.4,7379
27-11-2018 09:45,10512.7,10528.45,10507.45,10518.4,4155
28-11-2018 03:45,10579.8,10680,10544.45,10679.55,7965
28-11-2018 04:45,10687,10687,10560,10660,5873
28-11-2018 05:45,10629.1,10684.1,10629.1,10680,27034
28-11-2018 06:45,10681,10698,10670.1,10695.8,6941
28-11-2018 07:45,10700,10739,10687.7,10703.7,19823
28-11-2018 08:45,10705,10715,10660,10678.9,11210
28-11-2018 09:45,10680,10715,10678.4,10698.7,10081
29-11-2018 03:45,10725,10739.95,10576.1,10601,6303
29-11-2018 04:45,10600,10633.35,10581.45,10609.05,5641
29-11-2018 05:45,10604,10626.95,10501,10504.3,29607
29-11-2018 06:45,10504.3,10504.3,10389.05,10422,7925
29-11-2018 07:45,10427.7,10609,10410,10593.35,14965
29-11-2018 08:45,10587.15,10620.85,10587.15,10600,73864
29-11-2018 09:45,10601.45,10670,10580,10606.45,39796
30-11-2018 03:45,10700.05,10772.2,10609.85,10738.2,5591
30-11-2018 04:45,10740.45,10748.35,10645.85,10652.45,3601
30-11-2018 05:45,10651.25,10669.85,10611.2,10640.1,5041
30-11-2018 06:45,10635.1,10664,10622,10646.5,8332
30-11-2018 07:45,10645,10650,10621.2,10622.8,2069
30-11-2018 08:45,10622.5,10771.05,10605.75,10765,24830
30-11-2018 09:45,10765,10887.45,10745.15,10829.65,21434
03-12-2018 03:45,10826,10860.2,10690.3,10695.35,6752
03-12-2018 04:45,10709.9,10746.05,10650,10676.85,4859
03-12-2018 05:45,10677.35,10680,10657.75,10672.75,6341
03-12-2018 06:45,10673.6,10680,10660,10675,7031
03-12-2018 07:45,10672,10780,10672,10765,18064
03-12-2018 08:45,10759,10770,10709.35,10750,14965
03-12-2018 09:45,10756,10775,10723,10745.65,7487
04-12-2018 03:45,10757.3,10781.2,10680,10690.9,5930
04-12-2018 04:45,10696.3,10719.65,10678,10678,3408
04-12-2018 05:45,10678.15,10690,10673,10680,7754
04-12-2018 06:45,10677.05,10679.9,10660,10661.3,5541
04-12-2018 07:45,10660,10660,10556.05,10572,6665
04-12-2018 08:45,10572,10609.9,10565.15,10591.85,13419
04-12-2018 09:45,10592.25,10599.7,10575.55,10589,8832
05-12-2018 03:45,10589,10589,10440.05,10491.55,13475
05-12-2018 04:45,10502.2,10531.2,10484.55,10509.95,9470
05-12-2018 05:45,10511.6,10523.95,10485,10495,14439
05-12-2018 06:45,10499.25,10500,10465.15,10495.65,11166
05-12-2018 07:45,10495.4,10513,10490,10495.05,14466
05-12-2018 08:45,10494.9,10500,10472.65,10491.2,16752
05-12-2018 09:45,10496.8,10496.8,10470.5,10488.45,5919
06-12-2018 03:45,10392.5,10429.4,10310.05,10353.95,5298
06-12-2018 04:45,10355,10358.8,10284.75,10284.75,8204
06-12-2018 05:45,10285.45,10300,10275,10290,3399
06-12-2018 06:45,10289.9,10300,10275,10275.05,4216
06-12-2018 07:45,10275.25,10299.95,10232.75,10286.35,8187
06-12-2018 08:45,10286.35,10294.8,10246.45,10280,7025
06-12-2018 09:45,10288,10350,10287.35,10309.35,7199
07-12-2018 03:45,10380,10539.95,10380,10537.7,8036
07-12-2018 04:45,10536.9,10536.9,10408.05,10408.05,5000
07-12-2018 05:45,10402.35,10486.75,10396.3,10418.6,18232
07-12-2018 06:45,10423,10432.15,10387.7,10405,7792
07-12-2018 07:45,10405,10405,10388.15,10404.95,6280
07-12-2018 08:45,10404.55,10405,10392.25,10404.95,7074
07-12-2018 09:45,10404.65,10405,10398.7,10404.6,5377
10-12-2018 03:45,10275.05,10341.65,10275.05,10333.4,10295
10-12-2018 04:45,10335.95,10398.5,10335.95,10375,18526
10-12-2018 05:45,10375.05,10391,10362.4,10380,28927
10-12-2018 06:45,10376,10397.8,10370,10395.45,12957
10-12-2018 07:45,10383.7,10438.7,10382.25,10419,4837
10-12-2018 08:45,10415.45,10420,10399.95,10400,11171
10-12-2018 09:45,10401.8,10412.85,10388.9,10398.9,8031
11-12-2018 03:45,10356.95,10528.15,10329.8,10506.95,10253
11-12-2018 04:45,10506,10598.1,10469.95,10585.25,4656
11-12-2018 05:45,10598.7,10664.8,10582.4,10640,10504
11-12-2018 06:45,10639.95,10783.95,10632.8,10775,8408
11-12-2018 07:45,10784.95,10799,10741,10749.95,8365
11-12-2018 08:45,10741,10759.3,10607.75,10641.25,8555
11-12-2018 09:45,10638,10680,10623,10634.55,3941
12-12-2018 03:45,10622.85,10847.35,10588.15,10806,12485
12-12-2018 04:45,10805.15,10890,10760.95,10848,38545
12-12-2018 05:45,10849.9,10850,10838.3,10850,8205
12-12-2018 06:45,10850,10855,10836,10849.5,13794
12-12-2018 07:45,10849,10850,10840,10850,5313
12-12-2018 08:45,10850,10850,10821.95,10850,8134
12-12-2018 09:45,10849.95,10850,10814.3,10844.75,4109
13-12-2018 03:45,10950,11197.95,10928.1,11142.35,21056
13-12-2018 04:45,11142.35,11145,10950.7,10955,13153
13-12-2018 05:45,10954.05,10984.8,10938.4,10950,8522
13-12-2018 06:45,10958.3,10960,10890,10918.95,5784
13-12-2018 07:45,10919.5,10948.65,10905.4,10930,4032
13-12-2018 08:45,10930.1,11042.1,10914.65,10999.15,18049
13-12-2018 09:45,10999.4,11000,10989.6,10996.1,5262
14-12-2018 03:45,11017,11149,11009.95,11134.35,12164
14-12-2018 04:45,11130.8,11174.4,11092.15,11094.95,5029
14-12-2018 05:45,11099.95,11118.45,11035,11049.7,6903
14-12-2018 06:45,11043.2,11050,11033,11033.95,4127
14-12-2018 07:45,11035,11035.75,10960.7,10968.4,9382
14-12-2018 08:45,10967.1,11028.8,10931.5,10990,17720
14-12-2018 09:45,10990,10990,10968.85,10985.9,7330
17-12-2018 03:45,11011,11302.25,11011,11264.6,21909
17-12-2018 04:45,11270,11296.95,11268.9,11287.9,19149
17-12-2018 05:45,11280.45,11280.45,11226.65,11229.95,25717
17-12-2018 06:45,11226,11228.5,11173.4,11214.95,6245
17-12-2018 07:45,11210,11242.8,11125.1,11142.3,5217
17-12-2018 08:45,11141.05,11195.75,11100,11161.9,13893
17-12-2018 09:45,11162.2,11201,11142.8,11201,6174
18-12-2018 03:45,11179.95,11280,11131.25,11134.8,16485
18-12-2018 04:45,11134.8,11140,11069.15,11070,6693
18-12-2018 05:45,11065.85,11148.95,11023.6,11104.2,9677
18-12-2018 06:45,11111.3,11124,11093.5,11120,6649
18-12-2018 07:45,11119.9,11119.95,11076.85,11089.9,7250
18-12-2018 08:45,11090,11103.6,11073.6,11098,13095
18-12-2018 09:45,11097.4,11099,11085.2,11094,7011
19-12-2018 03:45,11181.3,11200,11125.95,11153.8,53059
19-12-2018 04:45,11150.65,11199.95,11150.65,11170.15,9400
19-12-2018 05:45,11159.95,11175,11154.6,11175,24616
19-12-2018 06:45,11174.95,11175,11169.7,11174.1,9291
19-12-2018 07:45,11174.05,11175,11168.2,11174.95,10599
