Date,OpenMaruti,HighMaruti,LowMaruti,CloseMaruti,VolumeMaruti
14-08-2019 07:45,5887,5933.4,5870,5925.4,96891
14-08-2019 08:45,5925.65,5928,5780.5,5818,244917
14-08-2019 09:45,5818,5825.7,5811.15,5825,51267
16-08-2019 03:45,5805,5869,5591.65,5852,292574
16-08-2019 04:45,5851,5858,5810.1,5840.15,110220
16-08-2019 05:45,5841,5930,5835,5922,206964
16-08-2019 06:45,5922.05,5946.65,5893.5,5940,132717
16-08-2019 07:45,5940,5950,5894.6,5932.7,128530
16-08-2019 08:45,5932.3,5995,5925,5984.85,235728
16-08-2019 09:45,5982.9,5986.95,5954.75,5975.05,98107
19-08-2019 03:45,5994.7,6023.9,5911.6,5955,223150
19-08-2019 04:45,5957,5994,5957,5979.9,91532
19-08-2019 05:45,5980,6016,5976.2,5999.8,101234
19-08-2019 06:45,5999.95,6007.2,5980.05,5990,64468
19-08-2019 07:45,5990.05,5996.9,5933.25,5976.85,145400
19-08-2019 08:45,5976.9,5996,5940,5978.15,171783
19-08-2019 09:45,5978.15,6007,5975.5,6002.1,103091
20-08-2019 03:45,6011.15,6020,5960,5995.85,208368
20-08-2019 04:45,5996.05,6071.85,5995.25,6053.25,235877
20-08-2019 05:45,6053.05,6087.6,6043.75,6082,205072
20-08-2019 06:45,6082.35,6143.9,6074.05,6133,322486
20-08-2019 07:45,6133,6185,6132,6170,329038
20-08-2019 08:45,6169,6207.2,6120,6200,665666
20-08-2019 09:45,6200,6230,6189,6223,230218
21-08-2019 03:45,6223,6275.95,6200.05,6250.1,549942
21-08-2019 04:45,6251,6253.9,6141.05,6220,553343
21-08-2019 05:45,6221.75,6239.95,6205.4,6233,180331
21-08-2019 06:45,6232.9,6237.2,6211.5,6224.95,155900
21-08-2019 07:45,6225,6232,6190.15,6205,168645
21-08-2019 08:45,6204.95,6221.95,6156,6217.05,370959
21-08-2019 09:45,6217.85,6254.9,6217,6251,145058
22-08-2019 03:45,0,6228.9,0,0,327948
22-08-2019 04:45,0,6228.9,0,0,222910
22-08-2019 05:45,0,6228.9,0,0,193523
22-08-2019 06:45,0,6228.9,0,0,134515
22-08-2019 07:45,0,6228.9,0,0,276407
22-08-2019 08:45,0,6228.9,0,0,296861
22-08-2019 09:45,0,6228.9,0,0,95543
23-08-2019 03:45,6158.35,6182.2,6040.35,6144.5,365533
23-08-2019 04:45,6142.8,6159,6124,6132.15,123501
23-08-2019 05:45,6131,6149.8,6106.4,6120.25,85641
23-08-2019 06:45,6120.05,6196.4,6108.05,6187.45,134528
23-08-2019 07:45,6186,6276.55,6186,6256,306649
23-08-2019 08:45,6255.8,6266.65,6226.4,6253,150136
23-08-2019 09:45,6251.2,6260,6248.55,6251,65169
26-08-2019 03:45,6464,6464,6120,6158.35,615067
26-08-2019 04:45,6155,6266.8,6152.9,6237.15,244408
26-08-2019 05:45,6238.9,6264,6222.25,6241.9,126703
26-08-2019 06:45,6237.05,6274.2,6232.4,6262,135854
26-08-2019 07:45,6262,6290,6252.25,6280.45,125255
26-08-2019 08:45,6278.7,6287,6200.05,6252,224517
26-08-2019 09:45,6252,6264,6233,6255.55,67342
27-08-2019 03:45,6297.45,6339,6256.5,6322.4,269748
27-08-2019 04:45,6322.25,6325,6280.2,6300.65,145951
27-08-2019 05:45,6301,6320,6285,6308.95,80267
27-08-2019 06:45,6306.1,6315,6289.55,6314,83170
27-08-2019 07:45,6312.25,6325.9,6294,6297.8,112863
27-08-2019 08:45,6297.8,6316,6271,6281.9,234167
27-08-2019 09:45,6282.2,6287.8,6256.1,6258.45,150022
28-08-2019 03:45,6248,6248,6170,6190.2,284969
28-08-2019 04:45,6190,6218,6186,6198.95,89048
28-08-2019 05:45,6198.95,6200,6156.35,6165.9,124923
28-08-2019 06:45,6165.15,6187.55,6162.9,6176.85,87455
28-08-2019 07:45,6176.05,6180,6072.3,6079.15,259980
28-08-2019 08:45,6080.25,6125,6071.4,6096,278729
28-08-2019 09:45,6096.2,6120,6076.35,6103.4,114857
29-08-2019 03:45,6104.5,6150,6068.6,6125.45,193763
29-08-2019 04:45,6125.85,6135,6092.9,6117,84029
29-08-2019 05:45,6116.25,6125,6100,6108,54457
29-08-2019 06:45,6107.05,6162,6087.2,6140.15,137626
29-08-2019 07:45,6144.55,6198,6136,6188,151028
29-08-2019 08:45,6185.2,6190,6083.1,6093.4,246389
29-08-2019 09:45,6093.5,6150,6088.6,6150,136274
30-08-2019 03:45,6138.45,6157,6110.3,6124,158947
30-08-2019 04:45,6124,6124,6077,6087,140521
30-08-2019 05:45,6087.95,6098.45,6055,6082,99636
30-08-2019 06:45,6081.35,6110.95,6081.35,6098,78655
30-08-2019 07:45,6098.2,6130,6086.05,6121.25,100508
30-08-2019 08:45,6121.2,6124,6095,6116.9,128171
30-08-2019 09:45,6119.8,6149.9,6106.4,6123.75,86855
03-09-2019 03:45,6040.35,6097.95,6003.15,6064.1,385712
03-09-2019 04:45,6064.1,6069.95,6007.05,6051.9,201076
03-09-2019 05:45,6050.3,6129.3,6050.3,6083.95,189447
03-09-2019 06:45,6083.95,6095,6066,6086.5,79808
03-09-2019 07:45,6086.5,6095,6053.65,6065.25,90166
03-09-2019 08:45,6066.1,6095,6039,6047,150948
03-09-2019 09:45,6047.8,6057,6039,6040,70883
04-09-2019 03:45,6062.05,6074.6,5960,5977.2,362910
04-09-2019 04:45,5977.2,5982.65,5821.55,5832.95,461910
04-09-2019 05:45,5833.8,5867.7,5825.1,5864.8,196882
04-09-2019 06:45,5864.8,5910.95,5859.3,5890,222674
04-09-2019 07:45,5891.25,5909,5865,5865.75,154528
04-09-2019 08:45,5865.5,5874,5828,5841,420840
04-09-2019 09:45,5841,5847.6,5800,5805.2,144187
05-09-2019 03:45,5805,5874,5794.55,5852.85,238699
05-09-2019 04:45,5852.85,5914.4,5843.45,5902,191718
05-09-2019 05:45,5902,5943.6,5900.35,5926,230786
05-09-2019 06:45,5926,5959.9,5926,5955.6,160948
05-09-2019 07:45,5955.4,5957,5932.25,5936.9,70255
05-09-2019 08:45,5934,5970,5924.15,5961.5,161137
05-09-2019 09:45,5963.8,5994.95,5960,5977.4,92397
06-09-2019 03:45,5994.8,6034,5972.8,5995.6,242066
06-09-2019 04:45,5994,6010.9,5964.25,5994.5,92779
06-09-2019 05:45,5994.45,6080,5975.5,6074.15,257071
06-09-2019 06:45,6076,6154,6061.1,6135,274295
06-09-2019 07:45,6135.05,6174.9,6101.4,6121.7,265805
06-09-2019 08:45,6123,6187.4,6103.3,6184.95,264704
06-09-2019 09:45,6181,6218.95,6177,6186.95,126212
09-09-2019 03:45,6082.6,6186.95,6042.55,6168,457479
09-09-2019 04:45,6168,6185,6151.1,6158.5,181033
09-09-2019 05:45,6157.85,6219.9,6136,6192.05,180355
09-09-2019 06:45,6192.05,6272.7,6185.2,6237.5,350157
09-09-2019 07:45,6237,6240.7,6212,6224,167098
09-09-2019 08:45,6225,6351.95,6222.05,6342,510885
09-09-2019 09:45,6341.8,6366.95,6325.8,6355.05,207173
11-09-2019 03:45,6320,6478.1,6285.1,6468,747230
11-09-2019 04:45,6468.7,6479,6436.7,6467.05,220752
11-09-2019 05:45,6468,6532,6468,6506,353081
11-09-2019 06:45,6505.05,6529,6488.9,6523.9,212770
11-09-2019 07:45,6523,6558.2,6523,6546.8,314184
11-09-2019 08:45,6546.4,6624,6543.4,6594.05,504216
11-09-2019 09:45,6594,6604.75,6563.75,6580.25,138000
12-09-2019 03:45,6569.55,6640,6514.55,6516.3,581148
12-09-2019 04:45,6518.9,6546.7,6471,6488,340973
12-09-2019 05:45,6488.9,6515,6475,6497.45,144262
12-09-2019 06:45,6496.05,6496.05,6470,6479.1,101676
12-09-2019 07:45,6479.1,6488.65,6415,6419.7,251625
12-09-2019 08:45,6421,6438.7,6370.4,6395,345394
12-09-2019 09:45,6395.9,6409.4,6385.85,6400,125031
13-09-2019 03:45,6426.6,6512.8,6356.05,6365,608869
13-09-2019 04:45,6363.45,6449.9,6340,6435.2,393938
13-09-2019 05:45,6435.15,6499.55,6424,6455.05,271203
13-09-2019 06:45,6457.8,6457.8,6392.55,6449.25,164695
13-09-2019 07:45,6449.3,6490,6446.05,6471.3,167282
13-09-2019 08:45,6471.2,6484.95,6442.65,6460.45,203048
13-09-2019 09:45,6461.95,6462.05,6412.25,6450.3,118673
16-09-2019 03:45,6347,6423.85,6340.2,6384.5,266622
16-09-2019 04:45,6386.8,6488.95,6365.15,6478.5,312049
16-09-2019 05:45,6478.5,6488,6411.1,6448,181897
16-09-2019 06:45,6448,6448.5,6390.3,6410.6,170920
16-09-2019 07:45,6409.95,6419.5,6365,6385.95,159658
16-09-2019 08:45,6389.45,6436,6375.5,6420,189708
16-09-2019 09:45,6420,6425.2,6390,6412.75,93480
17-09-2019 03:45,6402,6445.25,6345,6358,0
17-09-2019 04:45,6356.85,6376,6347.4,6361.7,85642
17-09-2019 05:45,6363.95,6369.8,6301,6303.5,192923
17-09-2019 06:45,6301,6314.6,6266.45,6268,235909
17-09-2019 07:45,6268.85,6278.8,6217.05,6220.1,274621
17-09-2019 08:45,6220.3,6237,6121.4,6131.2,415760
17-09-2019 09:45,6129,6143.6,6110,6115.15,193722
18-09-2019 03:45,6165,6211,5992.75,6037,0
18-09-2019 04:45,6038,6088,6024.3,6060,280035
18-09-2019 05:45,6060,6142.9,6059.5,6061,494850
18-09-2019 06:45,6061,6112,6060,6100,133978
18-09-2019 07:45,6099.1,6117.95,6070.2,6117,116663
18-09-2019 08:45,6116.95,6141.55,6080,6086.1,224621
18-09-2019 09:45,6085,6105.6,6080,6103,87067
19-09-2019 03:45,6125.3,6170,6033.7,6109.75,0
19-09-2019 04:45,6107.95,6130,6047.05,6069,241747
19-09-2019 05:45,6069,6125,6069,6095,160853
19-09-2019 06:45,6096,6117.75,6085,6085,145284
19-09-2019 07:45,6086,6095,6013.5,6036,298207
19-09-2019 08:45,6036,6044.95,5942.5,5964,396241
19-09-2019 09:45,5963.1,5997.9,5962.6,5987.7,107918
20-09-2019 03:45,6015,6090,5984,6036.8,0
20-09-2019 04:45,6038,6511.85,6025.45,6511.85,873716
20-09-2019 05:45,6533,6600,6402.75,6562.9,979720
20-09-2019 06:45,6563,6600,6477.5,6569.95,468878
20-09-2019 07:45,6570,6934.65,6570,6880.75,1082414
20-09-2019 08:45,6878.15,6880,6590.05,6599.1,852994
20-09-2019 09:45,6599.6,6610,6554.25,6591.95,227642
23-09-2019 03:45,6690,6928.1,6690,6837,0
23-09-2019 04:45,6837,6880,6716.3,6872,531180
23-09-2019 05:45,6875.05,6991.6,6858,6949.95,480474
23-09-2019 06:45,6951.4,7000,6929.1,6981.55,296482
23-09-2019 07:45,6983.45,6989.75,6907.35,6923.5,318279
23-09-2019 08:45,6922.1,6955.4,6865,6900,496665
23-09-2019 09:45,6899.95,6925,6840,6897.85,0
24-09-2019 03:45,6930,7174.3,6930,7038.2,0
24-09-2019 04:45,7038.2,7039.05,6912.15,6922.1,330665
24-09-2019 05:45,6922.1,6972,6855.85,6942.55,460929
24-09-2019 06:45,6942.55,7025,6942.5,6976,324221
24-09-2019 07:45,6976,6979,6936.95,6950.2,125991
24-09-2019 08:45,6950.15,7020,6950.15,6980,204801
24-09-2019 09:45,6980,7048,6980,7033.2,118223
25-09-2019 03:45,6991.25,6994.1,6881,6917.6,0
25-09-2019 04:45,6918,6920,6770,6787.85,401546
25-09-2019 05:45,6784,6808,6762.45,6784.9,166490
25-09-2019 06:45,6782.75,6805,6710,6719.9,273191
25-09-2019 07:45,6719.95,6734.9,6652.45,6670,301901
25-09-2019 08:45,6669.5,6675,6602.25,6621.65,600948
25-09-2019 09:45,6623.4,6705,6620,6693,159357
26-09-2019 03:45,6685,6799.85,6685,6755,0
26-09-2019 04:45,6755,6825.2,6732.9,6808,259476
26-09-2019 05:45,6814,6846.85,6753.25,6769,290456
26-09-2019 06:45,6765.85,6826.5,6761.05,6793.3,140894
26-09-2019 07:45,6790,6860.1,6785.35,6837.95,197116
26-09-2019 08:45,6838.9,6894.5,6802.8,6848,449816
26-09-2019 09:45,6849.9,6868,6840.65,6855,157795
27-09-2019 03:45,6860,6912.8,6755.55,6777.15,0
27-09-2019 04:45,6780,6792.9,6740,6746.55,159403
27-09-2019 05:45,6747.65,6841.75,6740,6777.95,234845
27-09-2019 06:45,6777.05,6828.85,6776.05,6784.4,152855
27-09-2019 07:45,6783.95,6825.75,6781.75,6797.85,139660
27-09-2019 08:45,6796.6,6796.95,6749.2,6769,211147
27-09-2019 09:45,6768.2,6790.8,6753.4,6770,98814
30-09-2019 03:45,6772.95,6772.95,6655.6,6697.2,0
30-09-2019 04:45,6702.1,6741.75,6650,6664.85,179340
30-09-2019 05:45,6664.8,6707.35,6640,6684.2,208749
30-09-2019 06:45,6682.6,6809.25,6654.05,6702,237052
30-09-2019 07:45,6701.4,6715.6,6670.1,6688,73242
30-09-2019 08:45,6685.85,6740,6681,6723.2,160784
30-09-2019 09:45,6722.15,6744.9,6679,6700,97914
01-10-2019 03:45,6720,6784.05,6676.3,6715,0
01-10-2019 04:45,6716.3,6850,6705.3,6826.85,351571
01-10-2019 05:45,6828.8,6834,6762.05,6782,160842
01-10-2019 06:45,6784.95,6824.6,6750,6792.5,135045
01-10-2019 07:45,6795,6796.55,6660.05,6686.65,233919
01-10-2019 08:45,6690.15,6799,6666,6754,201221
01-10-2019 09:45,6755,6809,6750.1,6795,57205
03-10-2019 03:45,6786.6,6793.35,6718.95,6732.7,0
03-10-2019 04:45,6732.7,6760,6690.2,6720,156022
03-10-2019 05:45,6722.9,6730,6694.95,6724.95,85341
03-10-2019 06:45,6724.95,6741.95,6700,6700,81949
03-10-2019 07:45,6702.4,6726.85,6680,6713,93316
03-10-2019 08:45,6714.9,6769.4,6710,6755,145704
03-10-2019 09:45,6755,6766.7,6735,6743.15,51480
04-10-2019 03:45,6793,6843.6,6781.05,6805.25,0
04-10-2019 04:45,6805.5,6835.7,6804,6820.45,95804
04-10-2019 05:45,6820,6844.85,6756,6775.55,240821
04-10-2019 06:45,6775.4,6824,6770.1,6788.25,120680
04-10-2019 07:45,6788,6799.95,6740.25,6750.95,121929
04-10-2019 08:45,6750.95,6761.35,6638.55,6645.05,219588
04-10-2019 09:45,6645.05,6653.55,6619,6645.95,86514
07-10-2019 03:45,6670,6693.5,6559.5,6637.75,0
07-10-2019 04:45,6635.05,6656.45,6602,6627,84812
07-10-2019 05:45,6626,6682.85,6612,6678.4,86982
07-10-2019 06:45,6676,6699,6658,6671,79182
07-10-2019 07:45,6671,6685,6628,6636.8,68153
07-10-2019 08:45,6633,6665,6613.2,6622.7,120145
07-10-2019 09:45,6622.7,6647.45,6620,6632.15,50162
09-10-2019 03:45,6615,6687.4,6604.05,6633.7,0
09-10-2019 04:45,6631.2,6666,6620,6633.5,106315
09-10-2019 05:45,6634.9,6729,6633.35,6709,171211
09-10-2019 06:45,6707.8,6743.8,6696,6726.15,135979
09-10-2019 07:45,6727,6735.85,6701,6718.2,105422
09-10-2019 08:45,6718,6742.7,6697.35,6703.1,192034
09-10-2019 09:45,6705.95,6736,6703,6730,67090
10-10-2019 03:45,6694.75,6742.1,6661.8,6693.95,0
10-10-2019 04:45,6694.05,6714.5,6675.65,6677.5,81524
10-10-2019 05:45,6675.8,6705,6660.2,6691.65,79201
10-10-2019 06:45,6690.35,6714.55,6558.5,6590,323069
10-10-2019 07:45,6590,6668.35,6574.95,6587,156986
10-10-2019 08:45,6588.95,6612.1,6571.5,6597,132070
10-10-2019 09:45,6595.9,6632.95,6593.55,6605.45,50392
11-10-2019 03:45,6630,6719.7,6630,6691.5,0
11-10-2019 04:45,6693,6694.9,6635,6667.1,161045
11-10-2019 05:45,6669.5,6699,6652.65,6668.55,92992
11-10-2019 06:45,6669.35,6672,6645.3,6665.85,83213
11-10-2019 07:45,6665,6718.95,6654,6693,147256
11-10-2019 08:45,6694,6714,6685,6694.05,123427
11-10-2019 09:45,6694.05,6708,6688.35,6689.4,51356
14-10-2019 03:45,6697.95,6756.55,6696.05,6710,0
14-10-2019 04:45,6710,6734.85,6701.5,6723,90701
14-10-2019 05:45,6724.95,6729.95,6704.05,6724.25,57615
14-10-2019 06:45,6724.1,6733.95,6710,6717.15,37349
14-10-2019 07:45,6715,6809.25,6708.1,6800,178737
14-10-2019 08:45,6800,6873.7,6800,6802.25,328010
14-10-2019 09:45,6807.75,6824,6795.05,6809.95,66106
15-10-2019 03:45,6815,6861,6809.75,6850.75,0
15-10-2019 04:45,6852.85,7006.75,6850,6993.45,364926
15-10-2019 05:45,6993.1,7018.15,6975.35,6991.7,186767
15-10-2019 06:45,6991.1,6998,6955,6991.6,149765
15-10-2019 07:45,6991.6,7005,6976.3,6994.5,107421
15-10-2019 08:45,6996.75,7000.3,6966.8,6975,179169
15-10-2019 09:45,6976.1,7006.05,6970,6985.75,105246
16-10-2019 03:45,7003.05,7011.15,6896,6910.25,0
16-10-2019 04:45,6912,6960,6910,6944.35,123337
16-10-2019 05:45,6947,6953.4,6930.25,6950.05,60604
16-10-2019 06:45,6951.1,6977,6942.65,6970,96561
16-10-2019 07:45,6970.1,6970.1,6944.85,6961.95,81852
16-10-2019 08:45,6960.75,6988.7,6950,6977,146621
16-10-2019 09:45,6976,6987.65,6967.9,6975,81139
17-10-2019 03:45,6975,7005,6940,6985,0
17-10-2019 04:45,6986,7005,6960,6968.4,111041
17-10-2019 05:45,6968.45,6984,6961,6976.7,55043
17-10-2019 06:45,6979,7018.75,6975,7001.2,209069
17-10-2019 07:45,7000.1,7065.35,6995,7053.2,284650
17-10-2019 08:45,7054.4,7154.65,7042.65,7135,269500
17-10-2019 09:45,7135,7148,7120,7123.9,72209
18-10-2019 03:45,7081.35,7181.85,7062.3,7160,0
18-10-2019 04:45,7162,7236,7162,7183,272942
18-10-2019 05:45,7184.85,7215.5,7174,7200.4,91865
18-10-2019 06:45,7200.4,7232.05,7200,7220.3,89266
18-10-2019 07:45,7220.3,7249,7200,7236.75,114981
18-10-2019 08:45,7236.75,7301,7212.1,7292.15,328370
18-10-2019 09:45,7292.7,7450,7285.15,7353.15,260861
22-10-2019 03:45,7321.05,7370,7277.1,7297.2,0
22-10-2019 04:45,7296.85,7392,7294.5,7364,171097
22-10-2019 05:45,7364,7374.4,7345.1,7365.75,71405
22-10-2019 06:45,7365.75,7375.5,7322,7333.75,80875
22-10-2019 07:45,7333.6,7345.45,7243.65,7280,172011
22-10-2019 08:45,7281,7281,7232,7254.1,132023
22-10-2019 09:45,7254.95,7289.6,7240.1,7265,70519
23-10-2019 03:45,7200,7349,0,7341.65,0
23-10-2019 04:45,7294,7365,7292,7336,393316
23-10-2019 05:45,7345.1,7377.7,7332,7368.7,277613
23-10-2019 06:45,7368,7400,7359,7398.4,247731
23-10-2019 07:45,7379.25,7435.05,7378,7422.9,374448
23-10-2019 08:45,7411.35,7468.8,7403,7438.6,610462
23-10-2019 09:45,7438.6,7458.95,7413.05,7440.25,272650
24-10-2019 03:45,7451.25,7474.9,0,7442.95,0
24-10-2019 04:45,7459,7464,7369.5,7393.25,379908
24-10-2019 05:45,7396.6,7434.15,7385,7425.25,153333
24-10-2019 06:45,7404.1,7444.05,7376.4,7391.85,217296
24-10-2019 07:45,7407.4,7441.2,7272,7354.95,1144717
24-10-2019 08:45,7320,7415.6,7320,7386.45,505732
24-10-2019 09:45,7385.9,7406.7,7376.35,7391.4,279274
25-10-2019 03:30,0,7467.8,0,7418.5,4554
25-10-2019 04:30,7396.5,7467.8,7360.4,7436.1,191559
25-10-2019 05:30,7443.85,7448.5,7391.1,7429.95,271661
25-10-2019 06:30,7424,7470,7415,7425.4,397306
25-10-2019 07:30,7452.85,7458.55,7387.15,7409.35,390845
25-10-2019 08:30,7409.15,7508.2,7387.15,7494.95,665563
25-10-2019 09:30,7431.4,7508.2,7420.1,7471.15,992238
27-10-2019 11:45,0,7471.15,0,7471.15,0
27-10-2019 12:45,0,7471.15,0,0,86891
27-10-2019 13:45,0,7471.15,0,7422.1,40388
29-10-2019 03:45,7418,7598.65,0,7580.1,255027
29-10-2019 04:45,7580.05,7598.65,7556.7,7583.3,315568
29-10-2019 05:45,7584.2,7594.75,7566.5,7584,196852
29-10-2019 06:45,7575,7649.9,7569,7634,376240
29-10-2019 07:45,7638.05,7674.5,7625.1,7663,296326
29-10-2019 08:45,7640,7728.3,7630.5,7728.3,460334
29-10-2019 09:45,7730,7755,7671.5,7721.3,440083
30-10-2019 03:45,7732.65,7744,0,7647.1,0
30-10-2019 04:45,7662.8,7713.75,7604.05,7605,358584
30-10-2019 05:45,7650.2,7654.95,7579.55,7636.35,440163
30-10-2019 06:45,7637,7654.95,7605,7615.95,197774
30-10-2019 07:45,7618,7629,7581.25,7621.5,263733
30-10-2019 08:45,7592,7622,7546.05,7550.75,390938
30-10-2019 09:45,7550.75,7592.7,7541.2,7556.95,296887
31-10-2019 03:45,7610.25,7619.95,0,7578,0
31-10-2019 04:45,7572.45,7584.9,7516.8,7574.5,311303
31-10-2019 05:45,7574.95,7579.3,7540.75,7574.5,196330
31-10-2019 06:45,7560,7579.3,7552,7561,178609
31-10-2019 07:45,7565,7565,7536.75,7548.8,174482
31-10-2019 08:45,7550.7,7642,7547.75,7561.5,516921
31-10-2019 09:45,7571.45,7571.45,7532.55,7555.5,82036
01-11-2019 03:45,7589.9,7644,0,7618,0
01-11-2019 04:45,7617,7648.1,7595.8,7629.3,249523
01-11-2019 05:45,7633.2,7644.2,7549,7618.25,276587
01-11-2019 06:45,7616.05,7640.05,7549,7568.05,549908
01-11-2019 07:45,7595.45,7605,7553,7593.9,259250
01-11-2019 08:45,7587.8,7628.45,7574.6,7622,346729
01-11-2019 09:45,7623.95,7633.65,7600,7618.65,237551
04-11-2019 03:45,7555.05,7625,7555.05,7578,0
04-11-2019 04:45,7580,7585,7533.1,7540.5,102195
04-11-2019 05:45,7560,7560.95,7420.6,7452,434674
04-11-2019 06:45,7468.15,7468.15,7435,7436.95,126454
04-11-2019 07:45,7454.85,7496,7435,7464.2,202227
04-11-2019 08:45,7481.6,7483.95,7407.45,7416.5,211835
04-11-2019 09:45,7416.45,7432.95,7411,7426.5,76157
05-11-2019 03:45,7430.55,7539,7393.1,7484.05,0
05-11-2019 04:45,7502,7512.35,7443.95,7451.1,113967
05-11-2019 05:45,7458,7461.05,7412.15,7420,244664
05-11-2019 06:45,7430.6,7444.1,7382.5,7395.05,322663
05-11-2019 07:45,7397,7408,7338,7377,368625
05-11-2019 08:45,7382.8,7399.85,7326.45,7381.3,361657
05-11-2019 09:45,7381.3,7410,7346.15,7389,264354
06-11-2019 03:45,7395,7413.05,7300.2,7307,0
06-11-2019 04:45,7326.25,7370.5,7301,7350.65,113967
06-11-2019 05:45,7345,7370.5,7321.7,7340,342136
06-11-2019 06:45,7340,7355,7328,7349.55,171682
06-11-2019 07:45,7341.05,7365.7,7336.55,7343,177905
06-11-2019 08:45,7353.8,7359,7308,7314.1,269533
06-11-2019 09:45,7314.2,7330,7297.2,7311.15,203677
07-11-2019 03:45,7350,7350,7266.6,7275.3,0
07-11-2019 04:45,7283,7340.25,7246.95,7318.7,160736
07-11-2019 05:45,7317.75,7340.25,7260,7269.25,171795
07-11-2019 06:45,7311.8,7315.85,7241,7270,348882
07-11-2019 07:45,7268.45,7280,7252.5,7278.7,128106
07-11-2019 08:45,7269.9,7300,7258.5,7285.15,261004
07-11-2019 09:45,7287.95,7309,7272.45,7287.15,177064
08-11-2019 03:45,7284,7299.95,7250.15,7299,0
08-11-2019 04:45,7272.4,7370,7268,7315,178103
08-11-2019 05:45,7327,7330,7282.85,7319.45,210765
08-11-2019 06:45,7293.1,7330,7291.2,7322.6,180232
08-11-2019 07:45,7319.65,7328.95,7275.1,7315,254297
08-11-2019 08:45,7299,7320,7180.05,7205,429940
08-11-2019 09:45,7205.6,7218,7186.75,7192.65,60512
11-11-2019 03:45,7159.6,7234.95,7150,7213.35,0
11-11-2019 04:45,7223.25,7227.35,7110,7126.2,187659
11-11-2019 05:45,7136.95,7148,7074,7088.7,259099
11-11-2019 06:45,7098,7128.25,7074,7102.15,241392
11-11-2019 07:45,7118,7130.55,7090,7116.6,154939
11-11-2019 08:45,7112.05,7158,7097.6,7150,224488
11-11-2019 09:45,7150,7158,7112,7137.3,193609
13-11-2019 03:45,7130.9,7139,7097.1,7100.35,0
13-11-2019 04:45,7115,7163.7,7100,7146,147475
13-11-2019 05:45,7127,7163.7,7124.25,7137.35,202849
13-11-2019 06:45,7140.45,7144.4,7116.2,7134,110793
13-11-2019 07:45,7131.85,7136,7115.1,7124.6,114269
13-11-2019 08:45,7133.7,7158,7105.7,7151.55,243406
13-11-2019 09:45,7151.55,7169.75,7140,7154.6,162737
14-11-2019 03:45,7160,7239.2,7160,7220,0
14-11-2019 04:45,7213,7270,7211,7259,141360
14-11-2019 05:45,7240,7270,7215.85,7221,204941
14-11-2019 06:45,7236.9,7236.9,7200,7219,149236
14-11-2019 07:45,7223,7250,7211,7247.2,119444
14-11-2019 08:45,7241.3,7250,7228,7246.25,247938
14-11-2019 09:45,7246.1,7250,7244.9,7250,85808
15-11-2019 03:45,7300,7349,7299.6,7323.4,0
15-11-2019 04:45,7316.9,7358.25,7248,7285,249094
15-11-2019 05:45,7325.1,7325.15,7201.1,7216.65,400237
15-11-2019 06:45,7230,7233.15,7174.5,7220,237725
15-11-2019 07:45,7195.5,7237.9,7181.1,7181.1,198319
15-11-2019 08:45,7203.05,7217.2,7120.85,7142,251146
15-11-2019 09:45,7144,7154.4,7132.7,7143.95,82976
18-11-2019 03:45,7147.2,7177,7108,7148.4,0
18-11-2019 04:45,7130,7159,7102,7127.05,60633
18-11-2019 05:45,7128.8,7145,7075,7110,180420
18-11-2019 06:45,7104.25,7137.2,7094,7121.95,108067
18-11-2019 07:45,7120.45,7145,7110,7137.7,80954
18-11-2019 08:45,7121.95,7154.85,7082.1,7095.1,194690
18-11-2019 09:45,7094.2,7110,7085.3,7105.05,48647
19-11-2019 03:45,7155,7155,7053.65,7078.3,0
19-11-2019 04:45,7075.65,7088.2,7060,7070.3,68009
19-11-2019 05:45,7079,7125,7064.35,7102,213929
19-11-2019 06:45,7107,7125,7070,7078.25,143943
19-11-2019 07:45,7075.65,7094.7,7072,7080.2,93598
19-11-2019 08:45,7080,7094.7,7032,7039.35,285365
19-11-2019 09:45,7039.35,7055,7034.25,7052.05,80600
20-11-2019 03:45,7120,7148,7046,7148,0
20-11-2019 04:45,7105.4,7163.1,7105.4,7116,567757
20-11-2019 05:45,7124.9,7216.4,7106.2,7199.95,445309
20-11-2019 06:45,7195.7,7216.4,7158.4,7164.4,359677
20-11-2019 07:45,7168.95,7181,7125,7142.3,305465
20-11-2019 08:45,7153.05,7174.9,7132.55,7154.1,288854
20-11-2019 09:45,7155,7169.95,7110,7119,111430
21-11-2019 03:45,7150,7200,7115.55,7182.75,0
21-11-2019 04:45,7187.9,7194,7134,7150,103669
21-11-2019 05:45,7145.55,7158.65,7125.25,7138.2,111667
21-11-2019 06:45,7140,7150,7105,7125,147238
21-11-2019 07:45,7124.6,7129.8,7051,7063,205142
21-11-2019 08:45,7091.55,7097,7006.6,7016,252378
21-11-2019 09:45,7018,7056.95,7006.6,7019.05,241918
22-11-2019 03:45,7037,7076,7000,7024,0
22-11-2019 04:45,7014,7049,7008.05,7037,73882
22-11-2019 05:45,7043,7045,7016.8,7039.9,107689
22-11-2019 06:45,7038.65,7064.95,7030.05,7038.9,120008
22-11-2019 07:45,7045.9,7055,7023,7041.9,118059
22-11-2019 08:45,7038,7069,7011,7061,244920
22-11-2019 09:45,7060.55,7077.45,7033.15,7060.45,201261
25-11-2019 03:45,7074,7143.85,7040.3,7135,0
