Date,OpenHdfcbank,HighHdfcbank,LowHdfcbank,CloseHdfcbank,VolumeHdfcbank
05-09-2018 07:45,1021.475,1021.475,1018.2,1021.15,202219
05-09-2018 08:45,1021.225,1024.125,1021.05,1023.075,286503
05-09-2018 09:45,1023.1,1024.15,1021.95,1022.925,133084
06-09-2018 03:45,1025,1025,1016.525,1020,432499
06-09-2018 04:45,1020,1024.25,1019.7,1021.55,393144
06-09-2018 05:45,1021.325,1021.925,1019.4,1021,236264
06-09-2018 06:45,1021.025,1021.5,1016.35,1018.6,371869
06-09-2018 07:45,1019.225,1026.5,1018.25,1025.9,397162
06-09-2018 08:45,1026.075,1029.5,1024.625,1027.05,513421
06-09-2018 09:45,1026.425,1026.9,1021.625,1026.1,254368
07-09-2018 03:45,1025.95,1026.1,1020.85,1022.4,238078
07-09-2018 04:45,1022.375,1023.95,1020.575,1023.175,211005
07-09-2018 05:45,1023.325,1026,1021.55,1024,226939
07-09-2018 06:45,1023.9,1024.475,1021.775,1024.3,211903
07-09-2018 07:45,1024.425,1025.55,1023.75,1024.25,185245
07-09-2018 08:45,1024.5,1029.95,1024.1,1029.525,325230
07-09-2018 09:45,1029.8,1029.8,1028.475,1028.475,79679
10-09-2018 03:45,1025.525,1025.525,1012.55,1013.75,612168
10-09-2018 04:45,1013.5,1016.525,1013,1015.5,144755
10-09-2018 05:45,1015.5,1019.7,1013.5,1019.45,301533
10-09-2018 06:45,1019.55,1019.95,1018.175,1018.4,363463
10-09-2018 07:45,1018.425,1021.075,1017.05,1019.55,206369
10-09-2018 08:45,1019.35,1021.7,1019,1020.75,386539
10-09-2018 09:45,1020.5,1021.5,1018.925,1020.575,133707
11-09-2018 03:45,1023.175,1023.175,1015.5,1015.75,742259
11-09-2018 04:45,1015.35,1015.55,1013.125,1014.55,337512
11-09-2018 05:45,1014.525,1016.55,1012.675,1013.65,506203
11-09-2018 06:45,1013.65,1014.225,1012.175,1012.775,350739
11-09-2018 07:45,1012.925,1013,1003.775,1004,603144
11-09-2018 08:45,1004.45,1004.55,997.45,1000.45,1606793
11-09-2018 09:45,1000.35,1002.5,999.95,1000.5,393781
12-09-2018 03:45,1001.65,1002.425,995.65,1002,890752
12-09-2018 04:45,1002,1004.275,1000.95,1003.225,391104
12-09-2018 05:45,1003.2,1005.025,1000.05,1004,292156
12-09-2018 06:45,1004,1004.15,995.625,998.75,349602
12-09-2018 07:45,998.8,1003,998.325,1001.725,323224
12-09-2018 08:45,1002.025,1006.5,1001.4,1005.825,446546
12-09-2018 09:45,1005.75,1010.2,1005.75,1008,364729
14-09-2018 03:45,1009.925,1013.775,1009.5,1012.9,391835
14-09-2018 04:45,1012.95,1013.45,1010,1011,404645
14-09-2018 05:45,1010.975,1012.7,1010.125,1010.7,360367
14-09-2018 06:45,1010.75,1016.225,1010.5,1016.025,650567
14-09-2018 07:45,1016.45,1018.6,1013.375,1016.5,455074
14-09-2018 08:45,1016.425,1016.9,1013.6,1015.275,238008
14-09-2018 09:45,1015.275,1015.3,1012.925,1013.125,74823
17-09-2018 03:45,1010,1010,998.825,1000.5,496334
17-09-2018 04:45,1000.5,1001.15,997.75,998.325,214135
17-09-2018 05:45,998.4,1000,998.025,999.25,185360
17-09-2018 06:45,999.375,999.8,997.525,998.25,239937
17-09-2018 07:45,998.5,999,995.025,997.975,544651
17-09-2018 08:45,998.025,998.15,994.1,995,518916
17-09-2018 09:45,995,996.5,994.65,995.975,130166
18-09-2018 03:45,997,1001.85,996.3,997.9,528752
18-09-2018 04:45,997.9,998.325,990.675,993.45,359275
18-09-2018 05:45,993.375,1000.45,993.375,997.5,279884
18-09-2018 06:45,997.75,1002.475,997.725,1000.8,324749
18-09-2018 07:45,1000.8,1004.5,999.5,999.575,368907
18-09-2018 08:45,999.625,1000.875,993.725,994.45,339687
18-09-2018 09:45,994,995.475,992.45,995.475,127214
19-09-2018 03:45,997.375,997.375,985.55,986.625,693243
19-09-2018 04:45,986.75,990.5,985.175,988.675,599848
19-09-2018 05:45,988.5,989.4,988,988,476763
19-09-2018 06:45,988,988.55,986.575,986.925,345318
19-09-2018 07:45,986.6,987.875,985.275,986.025,558986
19-09-2018 08:45,986,986.625,978.675,979.8,1139527
19-09-2018 09:45,980,981.45,979,981.4,359008
21-09-2018 03:45,987.25,999.45,987.25,994.975,1391216
21-09-2018 04:45,995,995,988.25,992.45,803505
21-09-2018 05:45,991.6,995,991.525,992,419367
21-09-2018 06:45,991.775,992.5,957.325,983.825,972578
21-09-2018 07:45,983.65,988.4,972.425,974.1,765999
21-09-2018 08:45,972.325,989.125,963.625,989.125,969259
21-09-2018 09:45,990,990,985.5,987.5,285742
24-09-2018 03:45,984,986,972.6,975.35,677711
24-09-2018 04:45,975.375,979.1,973.125,978.3,464079
24-09-2018 05:45,978.325,978.325,968.5,968.5,622528
24-09-2018 06:45,968.85,974.075,963.325,974,565156
24-09-2018 07:45,973.975,974,966.85,970.55,182417
24-09-2018 08:45,970.025,972,957.575,962,655329
24-09-2018 09:45,961.8,962.875,960.6,960.75,175355
25-09-2018 03:45,964.95,965.425,957.6,962.35,730144
25-09-2018 04:45,962.2,975.9,960.4,974,789653
25-09-2018 05:45,973.775,976,965.35,971.075,348113
25-09-2018 06:45,971.15,974.35,967.55,969,367687
25-09-2018 07:45,968.6,975.25,962.425,975.25,1074724
25-09-2018 08:45,975.65,977.5,967.45,972.85,574200
25-09-2018 09:45,972.85,980,972.85,980,282743
26-09-2018 03:45,980,989,977.975,986.475,952396
26-09-2018 04:45,986.325,988.1,984,984.85,472865
26-09-2018 05:45,984.75,988,980,985.475,487480
26-09-2018 06:45,985.475,988.275,980.35,981.85,449642
26-09-2018 07:45,981.575,984.775,979.55,982.325,455896
26-09-2018 08:45,982.5,985.2,979,985.15,590526
26-09-2018 09:45,985.025,985.475,981.8,984.1,269614
27-09-2018 03:45,984.5,987,977.7,984.1,416576
27-09-2018 04:45,984.05,988.9,981.9,988.575,330784
27-09-2018 05:45,987.9,988.5,981.55,983.75,418008
27-09-2018 06:45,983.75,986.475,981.9,982.875,398733
27-09-2018 07:45,982.65,987.2,980.225,983.775,347997
27-09-2018 08:45,983.375,990.875,981.6,987.025,1444387
27-09-2018 09:45,987.85,992.9,987.3,988.075,1229096
28-09-2018 03:45,989.725,1000.525,988.95,993.55,503055
28-09-2018 04:45,993.575,999,992.75,996.45,311767
28-09-2018 05:45,997,1004.75,996.375,1002.125,426828
28-09-2018 06:45,1002.375,1004.375,996,1003.45,380810
28-09-2018 07:45,1003.675,1007.5,1000.35,1005.975,724893
28-09-2018 08:45,1005.575,1006.975,998.575,1005,790530
28-09-2018 09:45,1005.95,1006.475,1002.85,1004.25,475917
01-10-2018 03:45,1004.45,1014.9,1003.85,1003.875,809295
01-10-2018 04:45,1003.1,1009.45,998.925,1009.25,336257
01-10-2018 05:45,1009.25,1009.625,1004.05,1006.7,286003
01-10-2018 06:45,1006.475,1010.425,1006.15,1009.075,551352
01-10-2018 07:45,1008.925,1012.5,1007.5,1012,340795
01-10-2018 08:45,1011.475,1019.95,1010.1,1016.375,589065
01-10-2018 09:45,1016.65,1021,1015,1019.95,192563
03-10-2018 03:45,1014.95,1014.95,1003.5,1006.175,905540
03-10-2018 04:45,1006.15,1016.375,1004.275,1015.725,627675
03-10-2018 05:45,1015.625,1022.5,1014.475,1020.75,533177
03-10-2018 06:45,1020.525,1024.875,1019.7,1022.9,506007
03-10-2018 07:45,1023.55,1026.1,1020.5,1022,431099
03-10-2018 08:45,1021.8,1021.8,1013.25,1014.575,644655
03-10-2018 09:45,1014.85,1016.425,1013.5,1015.575,180176
04-10-2018 03:45,1004,1008.5,999,999.25,586542
04-10-2018 04:45,999.05,1001.975,993.925,996.2,415804
04-10-2018 05:45,996.275,996.5,986,986.5,633202
04-10-2018 06:45,986.5,996.9,985.975,995.775,557615
04-10-2018 07:45,995.35,995.65,975.475,981.625,896110
04-10-2018 08:45,981.675,985.325,976.35,979.25,1033234
04-10-2018 09:45,978.95,980,972.5,973.6,365492
05-10-2018 03:45,976.35,978.5,972.8,976,399743
05-10-2018 04:45,976.1,982.575,971.425,978.5,366860
05-10-2018 05:45,978.6,984.225,978,982.925,341562
05-10-2018 06:45,982.9,992.45,982.8,989.2,560877
05-10-2018 07:45,989.7,992,985,988.375,627516
05-10-2018 08:45,987.975,994.65,978.425,981.375,1264697
05-10-2018 09:45,980.9,982.925,975.3,982.65,366345
08-10-2018 03:45,975.575,984.5,969.725,980.05,1201043
08-10-2018 04:45,980.175,981.975,971.875,981.5,681930
08-10-2018 05:45,981.475,981.475,973.975,974.25,739992
08-10-2018 06:45,974.275,978.3,970.525,975.05,556371
08-10-2018 07:45,975.075,976.75,971.55,973.875,538751
08-10-2018 08:45,974.7,978.175,965.325,977.5,854005
08-10-2018 09:45,977.25,977.95,968.75,972.5,447912
09-10-2018 03:45,971.75,982.075,970.65,974.375,456560
09-10-2018 04:45,974.375,975.075,969.5,971.375,359804
09-10-2018 05:45,971.25,974.775,970.775,973.85,370654
09-10-2018 06:45,973.9,974.85,966.6,970.5,594632
09-10-2018 07:45,970.85,973.5,968.4,972.5,456606
09-10-2018 08:45,972.85,975.65,965.575,970.2,598699
09-10-2018 09:45,969.475,973.3,968.5,973,274614
10-10-2018 03:45,972.5,980.775,968.35,978,690113
10-10-2018 04:45,978,982,974.55,981.4,577439
10-10-2018 05:45,981.925,990.925,980.075,984.475,578589
10-10-2018 06:45,984.3,987.5,982.55,984.375,596172
10-10-2018 07:45,984.4,987.775,981.175,985.525,524487
10-10-2018 08:45,984.8,986.3,981.5,982.075,797734
10-10-2018 09:45,982.1,984.925,982.1,984.25,214806
11-10-2018 03:45,961.475,973.5,960.025,963.925,799566
11-10-2018 04:45,963.575,965,960.3,963.05,363895
11-10-2018 05:45,963.075,966.025,961.075,965.75,610536
11-10-2018 06:45,966.125,970.025,963.45,969.95,498669
11-10-2018 07:45,970.025,972.95,966.55,966.55,382706
11-10-2018 08:45,966.725,969,961.275,968.15,736964
11-10-2018 09:45,968.5,972.75,968.275,970.025,189827
12-10-2018 03:45,973.725,997.5,973.725,997.5,491797
12-10-2018 04:45,997.025,998.55,990.25,992.25,408035
12-10-2018 05:45,992.275,994,988.025,992.55,351602
12-10-2018 06:45,992.75,993.65,987.95,991.075,232278
12-10-2018 07:45,991.5,992.95,985.675,989.975,354472
12-10-2018 08:45,990.275,993.875,989.75,991.575,416539
12-10-2018 09:45,991.025,991.875,987.7,988.875,137831
15-10-2018 03:45,994.925,994.925,985.725,988.875,385421
15-10-2018 04:45,988.875,994.1,988.225,993.4,371637
15-10-2018 05:45,993.45,996.925,990.975,995.475,200514
15-10-2018 06:45,995.475,999.375,995.4,997,438999
15-10-2018 07:45,997.525,1002.675,993.475,997.675,825393
15-10-2018 08:45,997.2,1005,997,1003.85,664447
15-10-2018 09:45,1003.875,1005.325,1002.975,1005.325,253730
16-10-2018 03:45,1001.1,1009.1,997.525,1003.9,331630
16-10-2018 04:45,1003.85,1006,1002.55,1004.025,549952
16-10-2018 05:45,1004.75,1006,998.55,1000.5,419583
16-10-2018 06:45,1000.25,1002,998.525,1000.5,231236
16-10-2018 07:45,1000.225,1001.125,995.25,997.15,267749
16-10-2018 08:45,997.075,998.6,996.025,996.7,313165
16-10-2018 09:45,996.35,998.6,994.7,996.375,234755
17-10-2018 03:45,1003.45,1006.5,1001.625,1002.5,385504
17-10-2018 04:45,1002.625,1003.8,999.25,1000,198307
17-10-2018 05:45,1000,1003.5,997.8,1002.25,218808
17-10-2018 06:45,1002.175,1004.5,999.625,1002.075,123913
17-10-2018 07:45,1002.025,1002.375,997.55,998.625,398972
17-10-2018 08:45,998.925,999.2,983.125,984,500601
17-10-2018 09:45,983.85,987.3,982.05,987.3,152948
19-10-2018 03:45,981.45,988.9,980.05,985,628821
19-10-2018 04:45,985,986.125,980.725,982.5,214002
19-10-2018 05:45,982.975,990.325,982.775,987.725,383182
19-10-2018 06:45,987.85,987.925,983.125,987.25,258516
19-10-2018 07:45,987.15,987.25,980.075,981.35,315333
19-10-2018 08:45,980.45,984.5,979.5,981.525,422123
19-10-2018 09:45,981.15,985.3,981.15,984.95,216727
22-10-2018 03:45,1005.5,1009.05,994.925,1001.575,1496957
22-10-2018 04:45,1001.625,1001.75,998.075,999.325,523760
22-10-2018 05:45,999.1,1000.95,999.1,1000.3,891055
22-10-2018 06:45,1000.075,1000.75,997.025,999.825,405509
22-10-2018 07:45,999.9,1002.425,998.125,1000.05,873488
22-10-2018 08:45,999.85,1001.175,997.9,999.075,612283
22-10-2018 09:45,999.5,1000,998.45,999.45,243352
23-10-2018 03:45,990,994.575,987.95,993.325,1127327
23-10-2018 04:45,993.1,995.975,992.75,994.4,652988
23-10-2018 05:45,994.45,994.5,992.425,993.925,532941
23-10-2018 06:45,993.775,999.175,992.85,999,548597
23-10-2018 07:45,998.925,999.15,993.55,995.175,733235
23-10-2018 08:45,995.8,995.85,991.575,992.475,980314
23-10-2018 09:45,992.5,992.5,991.5,992.425,276133
24-10-2018 03:45,1002.5,1002.5,992.65,993.2,1472756
24-10-2018 04:45,993.15,996.275,991.1,995,767432
24-10-2018 05:45,994.925,998.95,994.8,998.825,348498
24-10-2018 06:45,998.475,998.725,995.875,997.85,403049
24-10-2018 07:45,998.15,1000,988.425,989.925,723950
24-10-2018 08:45,990,996.525,986.75,996.225,526939
24-10-2018 09:45,996.2,998.5,994.65,997.25,260529
25-10-2018 03:45,990.675,1001.3,990.675,996.125,1199318
25-10-2018 04:45,996.15,996.875,990.5,991.65,591012
25-10-2018 05:45,991.6,992.975,989.825,991.525,368735
25-10-2018 06:45,991.5,991.8,984.175,989.475,786612
25-10-2018 07:45,988.95,989.975,981.3,982.675,1313668
25-10-2018 08:45,982.675,986.5,982.225,985.075,1958649
25-10-2018 09:45,985,986.775,982.3,984.4,1240359
26-10-2018 03:45,984.4,988.55,977.25,984.45,503752
26-10-2018 04:45,984.45,986.65,982.175,983.025,248910
26-10-2018 05:45,983,983.725,980,982.45,764315
26-10-2018 06:45,982.425,984.325,980,981.55,656729
26-10-2018 07:45,981.575,982.25,979.7,980.65,525030
26-10-2018 08:45,979.9,981.5,975.75,981.3,693792
26-10-2018 09:45,981.4,981.6,979.6,980.6,390751
29-10-2018 03:45,980,980,957.55,958.95,873889
29-10-2018 04:45,958.875,959.775,948,954.175,975112
29-10-2018 05:45,953.975,954.75,950.375,954.25,358092
29-10-2018 06:45,953.6,959.875,951.375,959.25,625721
29-10-2018 07:45,958.9,959.25,951.925,956.35,506062
29-10-2018 08:45,956.425,964,955.375,964,702552
29-10-2018 09:45,964.025,965.7,963.175,964.5,216709
30-10-2018 03:45,962,965.625,958.325,963.175,807310
30-10-2018 04:45,963.175,965.65,960.25,962.575,319846
30-10-2018 05:45,962.5,963.7,953.325,953.475,667230
30-10-2018 06:45,953.325,961.075,951.25,958.275,360322
30-10-2018 07:45,958.25,960.075,956.625,957.2,248680
30-10-2018 08:45,957.575,957.575,949.825,957.3,580818
30-10-2018 09:45,956.85,957.5,955.05,956.375,462621
31-10-2018 03:45,952.075,954.325,944.85,946.775,1124209
31-10-2018 04:45,946.775,949.775,942.875,945.15,944029
31-10-2018 05:45,945.075,948.45,942.525,948.325,714824
31-10-2018 06:45,948.075,952.175,945.775,947.5,857437
31-10-2018 07:45,947.925,952.95,946.875,951.025,823621
31-10-2018 08:45,951,958.625,949,954.4,1146819
31-10-2018 09:45,954.425,954.85,952.55,953,243880
01-11-2018 03:45,962,963.525,955.275,957.975,1493423
01-11-2018 04:45,957.925,958.7,954.075,956.4,869764
01-11-2018 05:45,956.3,956.3,949,949.35,457853
01-11-2018 06:45,949.125,953.5,948.225,952.15,541577
01-11-2018 07:45,952.225,953.975,950.25,953,350678
01-11-2018 08:45,952.7,958.075,952.025,956.025,753031
01-11-2018 09:45,955.85,957.1,955,956.1,428821
02-11-2018 03:45,960.275,960.475,956.1,958.15,1497145
02-11-2018 04:45,958.175,969.475,958.175,967.8,2712292
02-11-2018 05:45,968,970,967,968.5,776937
02-11-2018 06:45,968.575,969.5,963.75,969.475,494578
02-11-2018 07:45,969.5,979.25,969.3,977.425,1031287
02-11-2018 08:45,977.375,979.475,973.25,974.125,727387
02-11-2018 09:45,974.475,976.125,971.775,975.5,276895
05-11-2018 03:30,974.725,974.725,974.725,974.725,0
05-11-2018 04:30,974.875,977.175,969,975.475,273441
05-11-2018 05:30,975.3,975.75,969.75,972.225,250949
05-11-2018 06:30,972.15,973.45,969.775,972.75,131712
05-11-2018 07:30,972.825,975.8,972.75,974.6,179202
05-11-2018 08:30,974.575,979.5,972.35,976.275,277280
05-11-2018 09:30,976.5,979.8,974.55,978,312577
06-11-2018 03:45,976.375,984.7,976.05,983.525,360365
06-11-2018 04:45,983.65,988,983.525,986.3,483027
06-11-2018 05:45,986.25,987.4,978.7,983.45,278345
06-11-2018 06:45,983.85,987.175,983.075,984.9,285779
06-11-2018 07:45,984.925,986.4,974.375,976.375,351465
06-11-2018 08:45,975.75,977,971.75,972.975,232851
06-11-2018 09:45,973.25,974.675,971.925,974,120848
07-11-2018 11:30,973.275,973.275,973.275,973.275,0
07-11-2018 12:30,973.275,973.275,973.275,973.275,237815
09-11-2018 03:45,979,979.425,973.025,976,576427
09-11-2018 04:45,976,977.1,972.725,974.575,418131
09-11-2018 05:45,974.575,975.325,972.7,975.075,193710
09-11-2018 06:45,975.075,975.125,971.625,972.75,248266
09-11-2018 07:45,972.725,975.4,971.5,974.925,264463
09-11-2018 08:45,974.975,976.975,974.225,975.6,370298
09-11-2018 09:45,975.975,976.375,969.05,971.2,429738
12-11-2018 03:45,975.75,980.675,973.35,977.475,365531
12-11-2018 04:45,977.25,978,972.125,972.7,227811
12-11-2018 05:45,972.875,973.725,970.425,970.95,180226
12-11-2018 06:45,970.8,972,965.775,966.375,230783
12-11-2018 07:45,966.025,966.275,960,962.625,420686
12-11-2018 08:45,962.6,963.125,960,961.575,351980
12-11-2018 09:45,961.775,961.775,958.625,960.525,199224
13-11-2018 03:45,959.475,959.575,954.2,957.25,542550
13-11-2018 04:45,957.125,962,956.975,960.15,498576
13-11-2018 05:45,960.125,962.975,958.475,962.975,537280
13-11-2018 06:45,963.075,964.25,959.025,962.025,264025
13-11-2018 07:45,962.525,968.75,960.625,965.15,433219
13-11-2018 08:45,965.125,966.125,961.3,964.95,719476
13-11-2018 09:45,964.875,965.125,963,963.875,339707
14-11-2018 03:45,969.3,974,969.3,972.675,899040
14-11-2018 04:45,972.45,974,970.5,972.15,3066670
14-11-2018 05:45,972,973.425,968.7,971.65,381601
14-11-2018 06:45,971.525,974.95,971.125,974.925,958977
14-11-2018 07:45,975,976.475,971.45,974.425,506524
14-11-2018 08:45,974.45,979.75,972.425,979.75,477909
14-11-2018 09:45,979.425,980,978.2,978.875,232594
15-11-2018 03:45,980.95,985.975,978.45,983.75,742838
15-11-2018 04:45,983.775,987.475,983.7,985.6,271430
15-11-2018 05:45,985.5,986.7,984,985.4,198056
15-11-2018 06:45,985.35,987.2,983.5,987.15,425366
15-11-2018 07:45,987.175,987.4,985.05,986.75,299975
15-11-2018 08:45,986.45,988.375,985.525,988.3,462999
15-11-2018 09:45,987.6,988.575,986.2,987.575,195553
16-11-2018 03:45,992.4,1000.475,990.325,998.475,798217
16-11-2018 04:45,998.475,1001.975,997.25,1001.75,448663
16-11-2018 05:45,1001.725,1002.5,998.75,1002.325,482745
16-11-2018 06:45,1002.325,1006.075,1001.7,1005.5,806849
16-11-2018 07:45,1005.5,1006.375,1002.45,1003,588452
16-11-2018 08:45,1002.675,1003.425,998.5,1001.7,676568
16-11-2018 09:45,1001.325,1003.625,1000.4,1002.15,149106
19-11-2018 03:45,1005.975,1010.15,1001.5,1005.45,707944
19-11-2018 04:45,1005.625,1007.45,1004,1007,408719
19-11-2018 05:45,1007.075,1009.75,1005.95,1007.625,330394
19-11-2018 06:45,1007.75,1007.925,1004.975,1006.45,336255
19-11-2018 07:45,1006.675,1010,1006.6,1009.8,408616
19-11-2018 08:45,1009.8,1010,1004.225,1006.85,749041
19-11-2018 09:45,1006.5,1008.25,1005.5,1006.95,128845
20-11-2018 03:45,1004.8,1008.2,999.975,1001.9,301053
20-11-2018 04:45,1001.825,1006.925,1001.825,1005.8,141310
20-11-2018 05:45,1005.875,1009.3,1004.4,1009.2,198647
20-11-2018 06:45,1009.175,1009.65,1005.825,1008.05,207908
20-11-2018 07:45,1007.8,1009.05,1006,1007.375,152599
20-11-2018 08:45,1007.375,1007.475,1003.225,1006.825,299660
20-11-2018 09:45,1006.65,1007.5,1005.15,1006.225,121152
21-11-2018 03:45,1006.5,1008.5,1003.025,1004.375,303654
21-11-2018 04:45,1004.275,1006.1,1004.25,1004.525,106044
21-11-2018 05:45,1004.55,1004.875,1002.025,1003.8,106504
21-11-2018 06:45,1003.8,1008.4,1003.8,1007.175,210427
21-11-2018 07:45,1007.15,1009.625,1005.75,1007.925,176102
21-11-2018 08:45,1008.075,1011.65,1007.525,1009.55,463953
21-11-2018 09:45,1009.725,1010.125,1008.25,1009.25,266768
22-11-2018 03:45,1006.625,1016.5,1006.625,1016.1,988663
22-11-2018 04:45,1016.225,1017.5,1011.3,1012.6,624629
22-11-2018 05:45,1012.6,1013.2,1011,1011.95,441690
22-11-2018 06:45,1011.975,1013.9,1010.55,1011.625,362340
22-11-2018 07:45,1011.775,1012.425,1006.35,1007.75,385744
22-11-2018 08:45,1007.55,1009.5,1002.8,1003.425,229959
22-11-2018 09:45,1003.25,1004.75,1000.35,1003.35,195321
26-11-2018 03:45,1006.025,1017.225,1006.025,1015.925,939968
26-11-2018 04:45,1015.825,1016,1014,1016,406723
26-11-2018 05:45,1016,1017.25,1014.175,1017,290722
26-11-2018 06:45,1017,1020,1015.95,1019.975,439484
26-11-2018 07:45,1019.9,1025,1019.9,1024.775,652559
26-11-2018 08:45,1024.9,1025.8,1022.775,1025.8,1304323
26-11-2018 09:45,1025,1026,1024.225,1024.9,510857
27-11-2018 03:45,1021,1026.7,1020.5,1026.7,464921
27-11-2018 04:45,1026.6,1031.725,1024.325,1031.15,454260
27-11-2018 05:45,1031.075,1031.15,1027.875,1027.975,461306
27-11-2018 06:45,1027.95,1029.5,1026.1,1028.375,626323
27-11-2018 07:45,1028.075,1030,1025.5,1029.5,523564
27-11-2018 08:45,1030,1033.8,1029.95,1031.575,555691
27-11-2018 09:45,1031.625,1032.5,1031.15,1032,134329
28-11-2018 03:45,1032.375,1039.5,1031.525,1038.7,494436
28-11-2018 04:45,1038.975,1042.1,1038.45,1040.5,354888
28-11-2018 05:45,1040.7,1042.3,1039.425,1041.35,319302
28-11-2018 06:45,1041.85,1049.2,1041.675,1048.675,801518
28-11-2018 07:45,1048.75,1048.775,1042.75,1045.075,593155
28-11-2018 08:45,1045.1,1048.5,1042.5,1045,482825
28-11-2018 09:45,1045,1045.5,1044.325,1044.625,205343
29-11-2018 03:45,1050.5,1051.225,1047.625,1050.05,1987628
29-11-2018 04:45,1050.05,1051.775,1050,1050.125,608983
29-11-2018 05:45,1050.125,1055,1050.05,1054.875,518980
29-11-2018 06:45,1054.95,1058.575,1054.125,1057.8,602164
29-11-2018 07:45,1057.875,1064.25,1054.45,1063.275,1226170
29-11-2018 08:45,1064.3,1068.375,1063.5,1064.775,2027479
29-11-2018 09:45,1065.05,1067.25,1064.925,1065.525,996825
30-11-2018 03:45,1065.525,1065.525,1055.4,1061.85,627882
30-11-2018 04:45,1062.2,1067.975,1062.05,1062.425,407772
30-11-2018 05:45,1062.2,1064.1,1062,1063.5,510770
30-11-2018 06:45,1063.35,1063.825,1059.625,1060,393415
30-11-2018 07:45,1060,1062,1058.275,1061.05,436964
30-11-2018 08:45,1060.8,1065,1057.775,1064.975,612133
30-11-2018 09:45,1064.975,1067,1060.725,1064.225,267230
03-12-2018 03:45,1067.075,1070.85,1061.975,1066,562945
03-12-2018 04:45,1066,1069.5,1065.95,1066.85,676602
03-12-2018 05:45,1066.9,1066.9,1060,1060.425,299669
03-12-2018 06:45,1060.325,1060.5,1055.575,1056.3,313310
03-12-2018 07:45,1056.25,1059.575,1053.6,1057.85,478824
03-12-2018 08:45,1057.875,1060,1055.375,1057,222646
03-12-2018 09:45,1057.4,1057.5,1055.225,1056.65,141912
04-12-2018 03:45,1053,1054.225,1042.625,1043.475,671479
04-12-2018 04:45,1043.525,1044.625,1039.675,1040.325,297731
04-12-2018 05:45,1040.25,1042.9,1039.3,1042.025,157114
04-12-2018 06:45,1042.075,1044.475,1041.3,1042.1,241950
04-12-2018 07:45,1042.025,1045,1041.175,1042.175,207527
04-12-2018 08:45,1042,1043.25,1041.525,1042.325,279281
04-12-2018 09:45,1042.3,1044.5,1041.925,1043.45,178796
05-12-2018 03:45,1041.475,1050.5,1038,1050.5,533139
05-12-2018 04:45,1050.55,1052.6,1047.7,1048.8,541787
05-12-2018 05:45,1048.725,1048.85,1046.825,1047.075,256419
05-12-2018 06:45,1047.175,1047.8,1043.675,1046.2,447019
05-12-2018 07:45,1046.45,1047.225,1042.2,1045.25,250827
05-12-2018 08:45,1045.25,1051.95,1044.175,1049.35,618540
05-12-2018 09:45,1049.325,1051.775,1047.925,1049.6,297690
06-12-2018 03:45,1044.525,1050.425,1042.725,1045.025,306305
06-12-2018 04:45,1045,1045.5,1042.5,1043.5,228143
06-12-2018 05:45,1043.5,1044.4,1043.5,1044.075,736969
06-12-2018 06:45,1044.075,1049.5,1042.5,1048.05,177413
06-12-2018 07:45,1048.15,1050.75,1044,1046.6,222494
06-12-2018 08:45,1046.45,1049.725,1045,1048.5,686062
06-12-2018 09:45,1048.525,1049.825,1047.375,1048.525,573704
07-12-2018 03:45,1053.5,1058.975,1052.075,1056.5,505316
07-12-2018 04:45,1056.9,1058.7,1042.425,1043.825,473745
07-12-2018 05:45,1043.85,1046.425,1041.625,1042.9,367122
07-12-2018 06:45,1042.85,1048.35,1040.4,1047.325,335908
07-12-2018 07:45,1047.325,1051.175,1046.6,1047.5,252994
07-12-2018 08:45,1047.725,1054.2,1045.325,1052.1,365031
07-12-2018 09:45,1051.95,1057.5,1051.95,1053.8,158320
10-12-2018 03:45,1038.725,1044.175,1035.25,1035.25,720038
10-12-2018 04:45,1035.225,1038.275,1034.725,1035.45,332979
10-12-2018 05:45,1035.375,1050.525,1034.525,1049,598317
10-12-2018 06:45,1049,1050.8,1046.375,1050.35,240457
10-12-2018 07:45,1050.325,1051.725,1043.1,1044.925,317852
10-12-2018 08:45,1045,1048.1,1044.225,1045,321830
10-12-2018 09:45,1044.975,1045,1041.875,1044.375,179444
11-12-2018 03:45,1028.975,1030.5,1016.275,1019.25,1381259
11-12-2018 04:45,1019.275,1025.85,1017.1,1024.3,600917
11-12-2018 05:45,1024.225,1035.225,1023.5,1027.9,905075
11-12-2018 06:45,1027.9,1033.475,1027,1029.8,591874
11-12-2018 07:45,1030.025,1030.625,1021,1024.35,463302
11-12-2018 08:45,1024.025,1032.225,1023.925,1030.55,515363
11-12-2018 09:45,1030.575,1030.925,1027.15,1029.2,263576
12-12-2018 03:45,1033.05,1039.9,1030.325,1038.2,559206
12-12-2018 04:45,1037.875,1042.2,1036.5,1037.275,562183
12-12-2018 05:45,1037.1,1038.5,1035.125,1037.35,208355
12-12-2018 06:45,1037.075,1038.95,1036.075,1037.525,404913
12-12-2018 07:45,1037.375,1042.15,1037.25,1042.15,333339
12-12-2018 08:45,1041.975,1043,1039.925,1042.2,563455
12-12-2018 09:45,1042.225,1044.525,1041.525,1042.65,206938
13-12-2018 03:45,1048.325,1062.2,1048.325,1056.175,574833
13-12-2018 04:45,1056.375,1057.35,1051.3,1051.5,219110
13-12-2018 05:45,1051.85,1052.625,1046.6,1051.025,196652
